restaurant_id,address,name,opening_hours,phone,type,category,lat,lng,review_count,created_at,updated_at,summary
1361,서울 광진구 자양로39길 14 1층,유영하다,"['화 08:00 - 19:00 18:30 라스트오더', '수 08:00 - 19:00 18:30 라스트오더', '목 08:00 - 19:00 18:30 라스트오더', '금 08:00 - 19:00 18:30 라스트오더', '토 11:00 - 19:00 18:30 라스트오더', '일 11:00 - 19:00 18:30 라스트오더', '월 정기휴무 (매주 월요일)']",0507-1400-7057,1,"카페,디저트",,,,,,
1362,서울 광진구 자양로50길 48 1층 바바아시,바바아시,"['화 10:00 - 19:00', '수 10:00 - 19:00', '목 정기휴무 (매주 목요일)', '금 10:00 - 19:00', '토 10:00 - 19:00', '일 10:00 - 19:00', '월 10:00 - 19:00']",02-552-9645,1,"카페,디저트",,,,,,
1363,서울 광진구 자양로 282-1 난빌딩,마노베이커리,"['화 07:00 - 23:00', '수 07:00 - 23:00', '목 07:00 - 23:00', '금 07:00 - 23:00', '토 07:00 - 23:00', '일 07:00 - 23:00', '월 07:00 - 23:00']",02-455-6239,1,베이커리,,,,,,
1364,서울 광진구 구의강변로 51 102호 티문도(TEA MUNDO),티문도,"['화 기본 12:30 - 22:00 21:15 라스트오더 넷째주 화요일 휴무 12:30 - 22:00 21:15 라스트오더', '수 기본 12:30 - 22:00 21:15 라스트오더 넷째주 화요일 휴무 12:30 - 22:00 21:15 라스트오더', '목 기본 12:30 - 22:00 21:15 라스트오더 넷째주 화요일 휴무 12:30 - 22:00 21:15 라스트오더', '금 기본 12:30 - 22:00 21:15 라스트오더 넷째주 화요일 휴무 12:30 - 22:00 21:15 라스트오더', '토 기본 12:30 - 22:00 21:15 라스트오더 넷째주 화요일 휴무 12:30 - 22:00 21:15 라스트오더', '일 기본 12:30 - 22:00 21:15 라스트오더 넷째주 화요일 휴무 12:30 - 22:00 21:15 라스트오더', '월 기본 정기휴무 (매주 월요일) 넷째주 화요일 휴무 12:30 - 22:00 21:15 라스트오더 접기']",0507-1336-7613,1,차,,,,,,
1366,서울 광진구 자양로 116 웰츠타워 1층 투썸플레이스,투썸플레이스 구의역점,"['화 07:30 - 22:00', '수 07:30 - 22:00', '목 07:30 - 22:00', '금 07:30 - 22:00', '토 08:00 - 22:00', '일 08:00 - 22:00', '월 07:30 - 22:00']",02-455-0113,1,카페,,,,,,
1367,서울 광진구 아차산로 403-6 1층 103호 오늘도내일도,오늘도내일도 구의역점,"['화 08:00 - 20:00', '수 08:00 - 20:00', '목 08:00 - 20:00', '금 08:00 - 20:00', '토 정기휴무 (매주 토요일)', '일 정기휴무 (매주 일요일)', '월 08:00 - 20:00']",0507-1382-9511,1,"카페,디저트",,,,,,
1368,서울 광진구 자양로22길 44 1층 102호,버터데이즈,"['화 10:30 - 20:00', '수 10:30 - 20:00', '목 10:30 - 20:00', '금 11:00 - 21:00', '토 11:00 - 21:00', '일 11:00 - 19:00', '월 10:30 - 20:00']",0507-1418-7961,1,"카페,디저트",,,,,,
1369,서울 광진구 아차산로59길 38 1층 카페 버터빌리지,버터빌리지,"['화 08:00 - 19:00', '수 정기휴무 (매주 수요일)', '목 08:00 - 19:00', '금 08:00 - 19:00', '토 11:00 - 19:00', '일 11:00 - 19:00', '월 11:00 - 19:00']",0507-0288-9648,1,"카페,디저트",,,,,,
1370,서울 광진구 아차산로51길 90 1층 집생로커피,집생로커피 구의점,['매일 10:00 - 22:00 21:30 라스트오더'],0507-2093-4987,1,"카페,디저트",,,,,,
1372,서울 광진구 자양로43길 57 1층 3호,레프트커피 아차산점,"['화 10:00 - 19:00', '수 10:00 - 19:00', '목 10:00 - 19:00', '금 10:00 - 19:00', '토 10:00 - 20:00', '일 10:00 - 20:00', '월 정기휴무 (매주 월요일)']",0507-1336-8185,1,"카페,디저트",,,,,,
1373,서울 광진구 광나루로37길 24 1층,스테이어와일,"['화 08:00 - 17:00 16:50 라스트오더', '수 08:00 - 17:00 16:50 라스트오더', '목 08:00 - 17:00 16:50 라스트오더', '금 08:00 - 17:00 16:50 라스트오더', '토 정기휴무 (매주 토요일)', '일 09:00 - 15:00 14:50 라스트오더', '월 08:00 - 17:00 16:50 라스트오더']",0507-1327-6673,1,"카페,디저트",,,,,,
1374,서울 광진구 아차산로 471 1층 공차,공차 구의점,['매일 08:30 - 22:00'],02-456-3010,1,차,,,,,,
1375,서울 광진구 광나루로 608,스타벅스 올림픽대교북단점,"['화(4/2) 07:00 - 22:00', '수(4/3) 07:00 - 22:00', '목(4/4) 07:00 - 22:00', '금(4/5) 07:00 - 22:00', '토(4/6) 07:00 - 21:00', '일(4/7) 08:00 - 21:00', '월(4/8) 07:00 - 22:00']",1522-3232,1,카페,,,,,,
1376,서울 광진구 광나루로36길 20 1층,커피를 그리다,"['화 10:00 - 21:00 20:50 라스트오더', '수 10:00 - 21:00 20:50 라스트오더', '목 10:00 - 21:00 20:50 라스트오더', '금 10:00 - 21:00 20:50 라스트오더', '토 11:00 - 18:00 17:50 라스트오더', '일 11:00 - 18:00 17:50 라스트오더', '월 10:00 - 21:00 20:50 라스트오더']",0507-1344-3733,1,브런치카페,,,,,,
1377,서울 광진구 광나루로 620 이진빌딩,할리스 광장점,"['화 09:00 - 21:30', '수 09:00 - 21:30', '목 09:00 - 21:30', '금 09:00 - 21:30', '토 09:00 - 22:00', '일 09:00 - 21:30', '월 09:00 - 21:30']",02-6289-7100,1,카페,,,,,,
1378,서울 광진구 천호대로 642,투썸플레이스 아차산역점,['매일 08:00 - 22:00 21:45 라스트오더'],02-454-7789,1,카페,,,,,,
1379,서울 광진구 광나루로40길 93 1층,소소한 그날,"['화 정기휴무 (매주 화요일)', '수 07:30 - 21:00 20:55 라스트오더', '목 07:30 - 21:00 20:55 라스트오더', '금 07:30 - 21:00 20:55 라스트오더', '토 10:00 - 19:00 18:55 라스트오더', '일 10:00 - 19:00 18:55 라스트오더', '월 07:30 - 21:00 20:55 라스트오더']",0507-1409-7144,1,"카페,디저트",,,,,,
1380,서울 광진구 뚝섬로62길 18 1층,려니크,"['화 10:00 - 18:00', '수 10:00 - 18:00', '목 10:00 - 18:00', '금 10:00 - 18:00', '토 10:00 - 15:00', '일 10:00 - 12:00', '월 10:00 - 18:00']",0507-1375-7956,1,케이크전문,,,,,,
1381,서울 광진구 능동로50길 31 1층 101호 이한하우스,브라운밀,"['화 11:00 - 20:00', '수 11:00 - 20:00', '목 11:00 - 20:00', '금 11:00 - 20:00', '토 11:00 - 20:00', '일 정기휴무 (매주 일요일)', '월 정기휴무 (매주 월요일)']",0507-1430-2600,1,베이커리,,,,,,
1382,서울 광진구 자양로28길 15,굽당,"['화 08:00 - 22:00', '수 08:00 - 22:00', '목 08:00 - 22:00', '금 08:00 - 22:00', '토 08:00 - 22:00', '일 정기휴무 (매주 일요일)', '월 08:00 - 22:00']",0507-2087-0948,1,베이커리,,,,,,
1383,서울 광진구 구의강변로 57 디저트39 강변역점,디저트39 강변역점,"['화 08:00 - 22:00 21:30 라스트오더', '수 08:00 - 22:00 21:30 라스트오더', '목 08:00 - 22:00 21:30 라스트오더', '금 08:00 - 22:00 21:30 라스트오더', '토 09:30 - 22:00 21:30 라스트오더', '일 09:30 - 22:00 21:30 라스트오더', '월 08:00 - 22:00 21:30 라스트오더']",0507-1338-3969,1,카페,,,,,,
1384,서울 광진구 자양로 282 지하1층,요거트아이스크림의정석 구의점,"['화 18:30 - 00:30 00:00 라스트오더', '수 18:00 - 00:30 00:00 라스트오더', '목 18:00 - 00:30 00:00 라스트오더', '금 18:00 - 00:30 00:00 라스트오더', '토 18:00 - 00:30 00:00 라스트오더', '일 17:00 - 21:00 20:30 라스트오더', '월 18:00 - 00:30 00:00 라스트오더']",0507-1433-7792,1,아이스크림,,,,,,
1385,서울 광진구 광나루로52길 88 1층 카페원룸,카페원룸,"['화 08:00 - 19:40 19:10 라스트오더', '수 08:00 - 19:40 19:10 라스트오더', '목 08:00 - 19:40 19:10 라스트오더', '금 08:00 - 19:40 19:10 라스트오더', '토 08:00 - 17:00 16:30 라스트오더', '일 08:00 - 12:40 12:10 라스트오더', '월 08:00 - 19:40 19:10 라스트오더']",010-2006-4960,1,테이크아웃커피,,,,,,
1386,서울 광진구 능동로 415,배스킨라빈스 중곡역,['매일 11:00 - 22:00'],0507-0288-9233,1,아이스크림,,,,,,
1387,서울 광진구 구의강변로 106 삼성쉐르빌 101동 101호,커피빈 구의삼성쉐르빌점,"['화 07:00 - 22:30', '수 07:00 - 22:30', '목 07:00 - 22:30', '금 07:00 - 22:30', '토 07:00 - 22:30', '일 07:00 - 22:30', '월 07:00 - 22:30']",02-2201-8953,1,카페,,,,,,
1388,서울 광진구 자양로42길 20 1층 (서울특별시 광진구 구의동 72-32 1층),천계월,"['화 11:00 - 22:00', '수 11:00 - 22:00', '목 11:00 - 22:00', '금 11:00 - 22:00', '토 11:00 - 22:00', '일 정기휴무 (매주 일요일)', '월 12:00 - 22:00']",0507-1301-6487,1,"카페,디저트",,,,,,
1389,서울 광진구 구의로 4,이디야커피 구의역점,"['화 07:30 - 23:30', '수 07:30 - 23:30', '목 07:30 - 23:30', '금 07:30 - 23:30', '토 08:00 - 23:30', '일 09:00 - 23:00', '월 07:30 - 23:30']",02-455-7579,1,카페,,,,,,
1390,서울 광진구 아차산로 379 1층 103호,더벤티 구의역점,"['화 07:30 - 22:00', '수 07:30 - 22:00', '목 07:30 - 22:00', '금 07:30 - 22:00', '토 09:00 - 21:00', '일 09:00 - 21:00', '월 07:30 - 22:00']",070-8287-1256,1,카페,,,,,,
1391,서울 광진구 자양로4길 12-1 1층 요거의시간,요거의 시간,"['화 12:00 - 21:00', '수 12:00 - 21:00', '목 12:00 - 21:00', '금 12:00 - 21:00', '토 11:30 - 21:00', '일 11:30 - 21:00', '월 정기휴무 (매주 월요일)']",0507-1478-2700,1,"카페,디저트",,,,,,
1392,서울 광진구 천호대로 671 파크타운 103호,공차 아차산역점,"['화 09:30 - 22:00', '수 09:30 - 22:00', '목 09:30 - 22:00', '금 09:30 - 22:00', '토 10:00 - 22:00', '일 10:00 - 22:00', '월 09:30 - 22:00']",02-6015-4516,1,차,,,,,,
1393,서울 광진구 자양로18길 86 1층,로스터리 쿠,"['화 08:00 - 21:00', '수 08:00 - 21:00', '목 08:00 - 21:00', '금 08:00 - 21:00', '토 08:00 - 21:00', '일 09:00 - 18:00', '월 08:00 - 21:00']",0507-1363-1355,1,카페,,,,,,
1394,서울 광진구 자양로 35 1층,스륵,"['화 정기휴무 (매주 화요일)', '수 13:00 - 19:30', '목 13:00 - 19:30', '금 13:00 - 19:30', '토 11:00 - 20:00', '일 11:00 - 20:00', '월 정기휴무 (매주 월요일)']",02-447-0520,1,카페,,,,,,
1395,서울 광진구 능동로 403-1,메가MGC커피 중곡역점,['매일 08:00 - 22:30'],02-462-9234,1,카페,,,,,,
1396,서울 광진구 용마산로2길 14 1층,그롤리,"['화 08:00 - 18:00', '수 08:00 - 18:00', '목 08:00 - 18:00', '금 08:00 - 18:00', '토 11:00 - 19:00', '일 11:00 - 19:00', '월 08:00 - 18:00']",0507-1419-2010,1,"카페,디저트",,,,,,
1397,서울 광진구 구의강변로 47 1층,바이온,"['화 08:00 - 23:00 22:30 라스트오더', '수 08:00 - 23:00 22:30 라스트오더', '목 08:00 - 23:00 22:30 라스트오더', '금 08:00 - 23:00 22:30 라스트오더', '토 10:30 - 22:00 21:30 라스트오더', '일 10:30 - 22:00 21:30 라스트오더', '월 08:00 - 23:00 22:30 라스트오더']",010-7733-3034,1,"카페,디저트",,,,,,
1398,서울 광진구 강변역로 50 동서울터미널빌딩 3층,투썸플레이스 동서울터미널점,"['화 07:00 - 22:30', '수 07:00 - 22:30', '목 07:00 - 22:30', '금 07:00 - 23:00', '토 07:00 - 23:00', '일 07:00 - 23:00', '월 07:00 - 22:30']",02-456-9454,1,카페,,,,,,
1399,서울 광진구 자양로18길 12-4 1층,아이크스커피,"['화 10:00 - 23:00', '수 10:00 - 23:00', '목 10:00 - 23:00', '금 10:00 - 23:00', '토 10:00 - 23:00', '일 10:00 - 23:00', '월 10:00 - 23:00']",02-452-8778,1,카페,,,,,,
1401,서울 광진구 용마산로21길 64 1층 커피아일리시,커피아일리시,"['화 정기휴무 (매주 화요일)', '수 09:00 - 20:00', '목 09:00 - 20:00', '금 09:00 - 20:00', '토 10:00 - 20:00', '일 10:00 - 20:00', '월 09:00 - 20:00']",070-8633-8663,1,"카페,디저트",,,,,,
1402,서울 광진구 아차산로 375 크레신타워3차,배스킨라빈스 구의역,['매일 10:00 - 23:00'],0507-2093-2928,1,아이스크림,,,,,,
1403,서울 광진구 광나루로 545,파리바게뜨 구의파크점,['매일 07:00 - 23:00'],0507-1487-8284,1,베이커리,,,,,,
1404,서울 광진구 자양로15길 6 1층,매머드익스프레스 자양시장점,"['화 08:00 - 20:00', '수 08:00 - 20:00', '목 08:00 - 20:00', '금 08:00 - 20:00', '토 08:00 - 20:00', '일 정기휴무 (매주 일요일)', '월 08:00 - 20:00']",02-6085-1332,1,카페,,,,,,
1405,서울 광진구 광나루로56길 85 테크노마트 지하 D-10호,파스쿠찌 강변테크노마트점,"['화 07:00 - 21:00', '수 07:00 - 21:00', '목 07:00 - 21:00', '금 07:00 - 21:00', '토 08:00 - 21:00', '일 08:00 - 21:00', '월 07:00 - 21:00']",0507-2093-9973,1,카페,,,,,,
1406,서울 광진구 아차산로65길 38 1층 101호,오브진베이커리 광진직영점,"['화 09:00 - 21:00', '수 09:00 - 21:00', '목 09:00 - 21:00', '금 09:00 - 21:00', '토 09:00 - 21:00', '일 정기휴무 (매주 일요일)', '월 09:00 - 21:00']",02-446-7775,1,베이커리,,,,,,
1407,서울 광진구 자양로35길 11 1층,봉봉드벵땅,"['화 11:00 - 20:00', '수 11:00 - 20:00', '목 11:00 - 20:00', '금 11:00 - 20:00', '토 11:00 - 20:00', '일 정기휴무 (매주 일요일)', '월 11:00 - 20:00']",0507-1400-3221,1,"카페,디저트",,,,,,
1408,서울 광진구 능동로 445 3층,카페333,"['화 11:00 - 21:00', '수 11:00 - 21:00', '목 11:00 - 21:00', '금 11:00 - 21:00', '토 11:00 - 21:00', '일 10:00 - 21:00', '월 정기휴무 (매주 월요일)']",0507-1413-5823,1,"카페,디저트",,,,,,
1409,서울 광진구 구의강변로 102,케익하우스엠마,['매일 07:00 - 23:00'],02-454-2797,1,베이커리,,,,,,
1410,서울 광진구 자양로18길 31 1층 JJ카페,제이제이카페,"['화 10:00 - 23:00', '수 10:00 - 23:00', '목 10:00 - 23:00', '금 10:00 - 23:00', '토 10:00 - 23:00', '일 12:00 - 22:00', '월 10:00 - 23:00']",02-455-9780,1,"카페,디저트",,,,,,
1411,서울 광진구 천호대로 630 1층 인동,인동,"['화 08:30 - 19:00 18:30 라스트오더', '수 08:30 - 19:00 18:30 라스트오더', '목 08:30 - 19:00 18:30 라스트오더', '금 08:30 - 19:00 18:30 라스트오더', '토 11:00 - 18:00 17:30 라스트오더', '일 정기휴무 (매주 일요일)', '월 08:30 - 19:00 18:30 라스트오더']",0507-1484-0390,1,"카페,디저트",,,,,,
1412,서울 광진구 구의강변로 106 상가동 112호,카페시안,"['화 09:00 - 19:00 18:45 라스트오더', '수 09:00 - 19:00 18:45 라스트오더', '목 09:00 - 19:00 18:45 라스트오더', '금 09:00 - 19:00 18:45 라스트오더', '토 09:00 - 17:00 16:45 라스트오더', '일 10:00 - 17:00 16:45 라스트오더', '월 09:00 - 19:00 18:45 라스트오더']",0507-1357-4015,1,"카페,디저트",,,,,,
1413,서울 광진구 자양로43길 47,메가MGC커피 아차산역점,['매일 08:30 - 22:30'],02-447-1210,1,카페,,,,,,
1414,서울 광진구 능동로 400,스타벅스 중곡역점,"['화(4/2) 매장 07:00 - 22:00 딜리버스 10:00 - 20:00', '수(4/3) 매장 07:00 - 22:00 딜리버스 10:00 - 21:00', '목(4/4) 매장 07:00 - 22:00 딜리버스 10:00 - 21:00', '금(4/5) 매장 07:00 - 22:00 딜리버스 10:00 - 21:00', '토(4/6) 매장 08:00 - 22:00 딜리버스 10:00 - 21:00', '일(4/7) 매장 08:00 - 22:00 딜리버스 10:00 - 21:00', '월(4/8) 매장 07:00 - 22:00 딜리버스 10:00 - 21:00 접기']",1522-3232,1,카페,,,,,,
1415,서울 광진구 아차산로 380 1층 세화빌딩 빽다방 구의역점,빽다방 구의역점,"['화 07:30 - 22:30', '수 07:30 - 22:30', '목 07:30 - 22:30', '금 07:30 - 22:30', '토 07:30 - 22:30', '일 07:30 - 22:00', '월 07:30 - 22:30']",0507-0288-7983,1,테이크아웃커피,,,,,,
1416,서울 광진구 강변역로4길 10 546-11,파리바게뜨 동서울터미널점,['매일 07:00 - 23:00'],02-2201-1156,1,베이커리,,,,,,
1417,서울 광진구 자양로 251 1층 이디야커피,이디야커피 구의자양로점,"['화 08:00 - 22:00 21:30 라스트오더', '수 08:00 - 22:00 21:30 라스트오더', '목 08:00 - 22:00 21:30 라스트오더', '금 08:00 - 22:00 21:30 라스트오더', '토 08:00 - 22:00 21:30 라스트오더', '일 10:00 - 21:00 20:30 라스트오더', '월 08:00 - 22:00 21:30 라스트오더']",02-3437-7835,1,카페,,,,,,
1418,서울 광진구 천호대로 675,탐앤탐스 아차산역점,['매일 09:30 - 24:00'],0507-1311-9777,1,카페,,,,,,
1419,서울 광진구 광나루로56길 85 테크노마트 지하1층 D-009,던킨 테크노마트점,"['화 07:00 - 21:00', '수 07:00 - 21:00', '목 07:00 - 21:00', '금 07:00 - 21:00', '토 07:00 - 21:00', '일 07:00 - 20:00', '월 07:00 - 21:00']",0507-0288-9810,1,도넛,,,,,,
1420,서울 광진구 아차산로65길 8,홍과자점,"['화 정기휴무 (매주 화요일)', '수 12:00 - 22:00', '목 12:00 - 22:00', '금 12:00 - 22:00', '토 11:00 - 22:00', '일 11:00 - 22:00', '월 정기휴무 (매주 월요일)']",02-452-0713,1,베이커리,,,,,,
1421,서울 광진구 천호대로127길 42-2 1층,문앤도어,"['화 11:00 - 22:00', '수 11:00 - 22:00', '목 11:00 - 22:00', '금 11:00 - 22:00', '토 11:00 - 22:00', '일 11:00 - 22:00', '월 정기휴무 (매주 월요일)']",010-4687-6740,1,"카페,디저트",,,,,,
1422,서울 광진구 자양로18길 53 1층,카페인중독 구의점,"['화 09:00 - 23:30', '수 09:00 - 23:30', '목 09:00 - 23:30', '금 09:00 - 00:30', '토 09:00 - 00:30', '일 09:00 - 00:30', '월 09:00 - 23:30']",02-6465-9698,1,와플,,,,,,
1423,서울 광진구 자양로3길 34 1층,라이크,['매일 09:30 - 18:00'],0507-1346-0762,1,"카페,디저트",,,,,,
1424,서울 광진구 자양로 312,컴포즈커피 광진아차산점,['매일 08:30 - 22:00'],02-6083-3561,1,카페,,,,,,
1425,서울 광진구 긴고랑로15길 39 1층 마이요거트립 중곡역점,마이요거트립 중곡역점,"['화 11:30 - 22:30', '수 11:30 - 22:30', '목 11:30 - 22:30', '금 11:30 - 22:30', '토 12:00 - 23:00', '일 12:00 - 23:00', '월 11:30 - 22:30']",0507-1431-7843,1,"카페,디저트",,,,,,
1426,서울 광진구 강변역로4길 34 현대하이엘,이디야 동서울터미널점,"['화 08:30 - 22:00 21:45 라스트오더', '수 08:30 - 22:00 21:45 라스트오더', '목 08:30 - 22:00 21:45 라스트오더', '금 08:30 - 22:00 21:45 라스트오더', '토 09:00 - 22:00 21:45 라스트오더', '일 09:00 - 22:00 21:45 라스트오더', '월 08:30 - 22:00 21:45 라스트오더']",0507-1440-3391,1,카페,,,,,,
1427,서울 광진구 아차산로55길 11,메가MGC커피 구의역점,"['화 08:00 - 22:00', '수 08:00 - 22:00', '목 08:00 - 22:00', '금 08:00 - 22:00', '토 09:00 - 22:00', '일 09:00 - 22:00', '월 08:00 - 22:00']",0507-1441-5552,1,카페,,,,,,
1428,서울 광진구 천호대로 663 1층 이디야커피,이디야커피 아차산역점,"['화 07:30 - 22:00', '수 07:30 - 22:00', '목 07:30 - 22:00', '금 07:30 - 22:00', '토 08:00 - 22:00', '일 08:00 - 22:00', '월 07:30 - 22:00']",02-3437-4009,1,카페,,,,,,
1429,서울 광진구 광나루로46길 9 1층,천재제과,"['화 정기휴무 (매주 화요일)', '수 정기휴무 (매주 수요일)', '목 정기휴무 (매주 목요일)', '금 11:00 - 19:00', '토 11:00 - 19:00', '일 11:00 - 19:00', '월 정기휴무 (매주 월요일)']",0507-1364-8359,1,베이커리,,,,,,
1430,서울 광진구 아차산로 481 1층,메가MGC커피 올림픽대교북단점,['매일 08:00 - 22:00'],02-456-6782,1,카페,,,,,,
1431,서울 광진구 자양로43길 68 1층 빈스브라운,빈스브라운,"['화 정기휴무 (매주 화요일)', '수 12:00 - 21:00', '목 12:00 - 21:00', '금 12:00 - 21:00', '토 12:00 - 21:00', '일 11:00 - 20:30', '월 12:00 - 21:00']",02-885-3325,1,카페,,,,,,
1433,서울 광진구 자양로28길 19 1층 커피타다,커피타다&볼그래그릭,"['화 12:00 - 19:50', '수 12:00 - 19:50', '목 12:00 - 19:50', '금 12:00 - 19:50', '토 12:30 - 19:00', '일 12:30 - 19:00', '월 정기휴무 (매주 월요일)']",0507-1318-1856,1,"카페,디저트",,,,,,
1434,서울 광진구 광나루로 545 비동 4호,달리는커피 구의1호점,"['화 10:00 - 22:00 21:50 라스트오더', '수 10:00 - 22:00 21:50 라스트오더', '목 10:00 - 22:00 21:50 라스트오더', '금 10:00 - 22:00 21:50 라스트오더', '토 10:00 - 22:00 21:50 라스트오더', '일 10:00 - 22:00 21:50 라스트오더', '월 정기휴무 (매주 월요일)']",0507-0288-8721,1,카페,,,,,,
1435,서울 광진구 자양로18길 44 1층,스트릿1988 구의점,"['화 11:00 - 23:30', '수 11:00 - 23:30', '목 11:00 - 23:30', '금 11:00 - 23:30', '토 11:00 - 23:30', '일 11:00 - 23:30', '월 11:00 - 23:30']",02-446-1988,1,"카페,디저트",,,,,,
1436,서울 광진구 천호대로124길 28 2층,카페 산풀잎,"['화 10:00 - 19:00', '수 10:00 - 19:00', '목 10:00 - 19:00', '금 10:00 - 19:00', '토 10:00 - 19:00', '일 정기휴무 (매주 일요일)', '월 10:00 - 19:00']",02-456-7199,1,"카페,디저트",,,,,,
1437,서울 광진구 아차산로 373,스타벅스 구의역점,"['화(4/2) 07:00 - 23:00', '수(4/3) 07:00 - 23:00', '목(4/4) 07:00 - 23:00', '금(4/5) 07:00 - 23:00', '토(4/6) 07:00 - 23:00', '일(4/7) 08:00 - 22:00', '월 정보없음']",1522-3232,1,카페,,,,,,
1438,서울 광진구 자양로 319 한가온빌 1층 101호,카페로,"['화 11:00 - 21:30', '수 11:00 - 21:30', '목 11:00 - 21:30', '금 11:00 - 21:30', '토 11:00 - 21:30', '일 11:00 - 21:30', '월(4/8) 정기휴무 (격주 월요일)', '격주 월요일 정기 휴무']",070-7767-7554,1,"카페,디저트",,,,,,
1439,서울 광진구 광나루로56길 85 테크노마트 9층,할리스 테크노마트점,"['화 10:00 - 21:00', '수 10:00 - 21:00', '목 10:00 - 21:00', '금 10:00 - 21:00', '토 10:00 - 21:00', '일 10:00 - 21:00', '월 10:00 - 21:00']",02-3424-8484,1,카페,,,,,,
1440,서울 광진구 광나루로56길 85 테크노-마트21 9층,커피빈 강변테크노마트점,"['화 10:00 - 21:00', '수 10:00 - 21:00', '목 10:00 - 21:00', '금 10:00 - 21:00', '토 10:00 - 21:00', '일 10:00 - 21:00', '월 10:00 - 21:00']",02-3424-5480,1,카페,,,,,,
1441,서울 광진구 자양로 278,파오파오차,['매일 10:00 - 22:00'],070-7743-8585,1,차,,,,,,
1442,서울 광진구 구의강변로 93,cafe Riv93,"['화 10:00 - 18:00 17:30 라스트오더', '수 10:00 - 18:00 17:30 라스트오더', '목 10:00 - 18:00 17:30 라스트오더', '금 12:00 - 21:00 20:30 라스트오더', '토 12:00 - 21:00 20:30 라스트오더', '일 정기휴무 (매주 일요일)', '월 10:00 - 18:00 17:30 라스트오더']",02-455-2993,1,"카페,디저트",,,,,,
1443,서울 광진구 구의강변로 64 상가 109호,할리스 강변역점,"['화 07:30 - 22:00', '수 07:30 - 22:00', '목 07:30 - 22:00', '금 07:30 - 22:00', '토 08:30 - 22:00', '일 08:30 - 22:00', '월 07:30 - 22:00']",070-7802-0303,1,카페,,,,,,
1444,서울 광진구 자양로 162,와플대학 구의 캠퍼스,['매일 11:00 - 22:00'],02-2088-1157,1,와플,,,,,,
1445,서울 광진구 광나루로37길 45 1층 래미안파크스위트 후문앞,오투베이커리,"['화 10:00 - 21:00', '수 10:00 - 21:00', '목 10:00 - 21:00', '금 10:00 - 21:00', '토 10:00 - 21:00', '일 10:00 - 21:00', '월 정기휴무 (매주 월요일)']",02-2201-0402,1,베이커리,,,,,,
1446,서울 광진구 천호대로129길 40 2층 카페하임,카페하임,"['화 11:00 - 21:30', '수 11:00 - 21:30', '목 11:00 - 21:30', '금 11:00 - 21:30', '토 11:00 - 21:30', '일 11:00 - 21:30', '월 정기휴무 (매주 월요일)']",0507-1405-2556,1,"카페,디저트",,,,,,
1447,서울 광진구 영화사로 135 커피베리 아차산점,커피베리 아차산점,"['화 10:00 - 18:00 17:40 라스트오더', '수 10:00 - 17:00 16:40 라스트오더', '목 10:00 - 18:00 17:40 라스트오더', '금 10:00 - 18:00 17:40 라스트오더', '토 10:00 - 18:00 17:40 라스트오더', '일 10:00 - 18:00 17:40 라스트오더', '월 10:00 - 18:00 17:40 라스트오더']",070-5228-1663,1,카페,,,,,,
1448,서울 광진구 구의강변로 106 103호 카페나띵베러,나띵베러,"['화 08:30 - 23:00', '수 08:30 - 23:00', '목 08:30 - 23:00', '금 08:30 - 23:00', '토 08:30 - 23:00', '일 10:00 - 22:00', '월 08:30 - 23:00']",010-2924-2190,1,"카페,디저트",,,,,,
1449,서울 광진구 자양로 300 1층,지니쿠키,"['화 13:00 - 18:00', '수 13:00 - 18:00', '목 13:00 - 18:00', '금 13:00 - 18:00', '토 13:00 - 16:00', '일 13:00 - 16:00', '월 13:00 - 18:00']",0507-1317-6916,1,베이커리,,,,,,
1450,서울 광진구 광나루로 556 1층,커피나와,"['화 08:00 - 24:00', '수 08:00 - 24:00', '목 08:00 - 24:00', '금 08:00 - 24:00', '토 08:00 - 24:00', '일 10:00 - 24:00', '월 08:00 - 24:00']",0507-1365-6330,1,카페,,,,,,
1451,서울 광진구 아차산로 413 1층 노란코끼리카페,노란코끼리 구의점,"['화 08:00 - 20:00', '수 08:00 - 20:00', '목 08:00 - 20:00', '금 08:00 - 20:00', '토 11:00 - 19:00', '일 정기휴무 (매주 일요일)', '월 08:00 - 20:00']",02-457-0969,1,테이크아웃커피,,,,,,
1452,서울 광진구 광나루로56길 63 현대프라임아파트 상가1층,파리바게트 강변프라임점,"['화 07:00 - 23:00', '수 07:00 - 23:00', '목 07:00 - 23:00', '금 07:00 - 23:00', '토 07:00 - 23:00', '일 07:00 - 22:30', '월 07:00 - 23:00']",02-452-8284,1,베이커리,,,,,,
1453,서울 광진구 자양로 261 1층,메이로즈마카롱,"['화 11:00 - 20:00', '수 11:00 - 20:00', '목 11:00 - 20:00', '금 11:00 - 20:00', '토 11:00 - 20:00', '일 정기휴무 (매주 일요일)', '월 11:00 - 20:00', '04/10 22대 국회의원선거 휴무']",0507-1445-2122,1,"카페,디저트",,,,,,
1454,서울 광진구 자양로 202,컴포즈커피 구의사거리점,['매일 08:00 - 22:30'],02-458-9289,1,카페,,,,,,
1455,서울 광진구 자양로 124,파리바게뜨 광진구청점,['매일 07:00 - 23:30'],02-3437-7707,1,베이커리,,,,,,
1456,서울 광진구 자양로 170 1층,메가MGC커피 구의중앙점,['매일 08:00 - 22:00'],0507-1309-0135,1,카페,,,,,,
